AID,BAO,TID,SEQLEN,PROTEINCLASS
425035,BAO_0000219,163,468,transcription factor
934113,BAO_0000357,11727,555,enzyme
595351,BAO_0000219,18036,664,transporter
949082,BAO_0000357,259,360,membrane receptor
618686,BAO_0000019,11512,328,enzyme
462015,BAO_0000219,11575,374,membrane receptor
735525,BAO_0000219,20174,395,membrane receptor
770284,BAO_0000357,55,674,enzyme
944704,BAO_0000019,65,503,enzyme
624074,BAO_0000357,11534,331,enzyme
321543,BAO_0000357,11192,770,enzyme
465933,BAO_0000219,10548,355,membrane receptor
424448,BAO_0000219,10982,465,membrane receptor
965914,BAO_0000357,30014,499,enzyme
603142,BAO_0000219,11359,809,enzyme
1523332,BAO_0000357,276,886,enzyme
493106,BAO_0000219,12697,482,epigenetic regulator
355078,BAO_0000219,10773,360,membrane receptor
515074,BAO_0000219,87,472,membrane receptor
51122,BAO_0000357,124,444,membrane receptor
674153,BAO_0000357,11225,406,enzyme
422033,BAO_0000357,11140,766,enzyme
797273,BAO_0000357,242,316,enzyme
462418,BAO_0000219,12840,972,enzyme
64134,BAO_0000357,235,267,enzyme
657428,BAO_0000357,10201,283,enzyme
1466566,BAO_0000357,10258,415,enzyme
379744,BAO_0000357,10188,360,enzyme
326094,BAO_0000357,10193,261,enzyme
1506652,BAO_0000357,11902,796,enzyme
719012,BAO_0000219,114,326,membrane receptor
685644,BAO_0000219,227,481,membrane receptor
588096,BAO_0000357,6,187,enzyme
302816,BAO_0000357,137,380,membrane receptor
1519319,BAO_0000019,10193,261,enzyme
1498685,BAO_0000219,11902,796,enzyme
523689,BAO_0000219,259,360,membrane receptor
159374,BAO_0000357,36,933,transcription factor
1449716,BAO_0000219,130,400,membrane receptor
460575,BAO_0000357,194,488,enzyme
325780,BAO_0000357,10495,329,enzyme
817305,BAO_0000219,10811,1354,enzyme
1366808,BAO_0000219,107,471,membrane receptor
31803,BAO_0000219,252,412,membrane receptor
369836,BAO_0000357,10200,115,enzyme
803806,BAO_0000357,12855,496,enzyme
303105,BAO_0000219,114,326,membrane receptor
663025,BAO_0000219,104,520,enzyme
1347480,BAO_0000357,10907,603,enzyme
540793,BAO_0000357,130,400,membrane receptor
687189,BAO_0000219,10198,613,ion channel
561225,BAO_0000219,55,674,enzyme
365368,BAO_0000357,10495,329,enzyme
948317,BAO_0000357,100447,389,epigenetic regulator
945513,BAO_0000357,170,1141,enzyme
685537,BAO_0000357,10193,261,enzyme
762148,BAO_0000357,11507,559,enzyme
598161,BAO_0000219,87,472,membrane receptor
959040,BAO_0000219,121,630,transporter
665577,BAO_0000219,130,400,membrane receptor
306171,BAO_0000219,19905,422,membrane receptor
963136,BAO_0000219,136,372,membrane receptor
718204,BAO_0000219,252,412,membrane receptor
961840,BAO_0000357,10599,736,enzyme
304322,BAO_0000357,12895,872,membrane receptor
634451,BAO_0000357,20014,403,enzyme
439082,BAO_0000357,10044,391,enzyme
761528,BAO_0000219,10280,445,membrane receptor
790911,BAO_0000219,12252,501,enzyme
966819,BAO_0000219,72,443,membrane receptor
435425,BAO_0000219,10892,1032,membrane receptor
467950,BAO_0000219,10142,332,membrane receptor
1279908,BAO_0000019,20154,863,enzyme
759196,BAO_0000219,124,444,membrane receptor
536316,BAO_0000019,11442,847,enzyme
214950,BAO_0000219,10553,575,ion channel
575168,BAO_0000219,278,332,membrane receptor
986181,BAO_0000357,103454,1362,epigenetic regulator
649482,BAO_0000219,133,505,transcription factor
1365183,BAO_0000019,10544,373,membrane receptor
563985,BAO_0000357,194,488,enzyme
727956,BAO_0000357,10752,756,enzyme
558004,BAO_0000219,10544,373,membrane receptor
325110,BAO_0000357,8,1130,enzyme
440116,BAO_0000357,25,777,transcription factor
1431197,BAO_0000357,10193,261,enzyme
487680,BAO_0000357,11534,331,enzyme
160604,BAO_0000357,11636,671,enzyme
510234,BAO_0000357,12000,466,enzyme
1501664,BAO_0000357,10009,425,membrane receptor
305431,BAO_0000357,174,530,transcription factor
1295327,BAO_0000357,100079,1114,enzyme
943371,BAO_0000219,10547,355,membrane receptor
1462450,BAO_0000219,11180,486,transcription factor
662852,BAO_0000219,100126,766,enzyme
933616,BAO_0000357,30047,1360,enzyme
304362,BAO_0000219,133,505,transcription factor
684637,BAO_0000019,13053,387,enzyme
1277931,BAO_0000357,100410,894,enzyme
321548,BAO_0000219,11560,542,transporter
1527409,BAO_0000357,9,1210,enzyme
976158,BAO_0000357,15,260,enzyme
799144,BAO_0000019,11024,471,enzyme
469207,BAO_0000357,235,267,enzyme
1515051,BAO_0000219,101130,835,enzyme
1278745,BAO_0000219,100974,655,transporter
54116,BAO_0000357,6,187,enzyme
535112,BAO_0000357,19,595,transcription factor
446274,BAO_0000357,235,267,enzyme
747433,BAO_0000219,51,422,membrane receptor
984799,BAO_0000357,20095,465,enzyme
942127,BAO_0000357,12209,354,enzyme
458050,BAO_0000219,87,472,membrane receptor
425473,BAO_0000357,12913,1124,enzyme
326095,BAO_0000357,15,260,enzyme
520179,BAO_0000219,252,412,membrane receptor
637719,BAO_0000357,11063,337,enzyme
699945,BAO_0000219,20092,672,transporter
1469310,BAO_0000357,103454,1362,epigenetic regulator
1362859,BAO_0000219,11489,292,enzyme
764331,BAO_0000219,19905,422,membrane receptor
48933,BAO_0000357,10517,493,ion channel
509569,BAO_0000219,252,412,membrane receptor
864550,BAO_0000357,10599,736,enzyme
816568,BAO_0000219,25,777,transcription factor
422417,BAO_0000219,137,380,membrane receptor
390187,BAO_0000357,194,488,enzyme
566749,BAO_0000019,10170,231,enzyme
502069,BAO_0000219,163,468,transcription factor
512204,BAO_0000219,11523,593,enzyme
854555,BAO_0000357,100193,303,enzyme
598137,BAO_0000019,10434,536,enzyme
823596,BAO_0000019,11512,328,enzyme
1521449,BAO_0000019,11267,583,enzyme
801328,BAO_0000357,165,1159,ion channel
944551,BAO_0000219,56,920,transcription factor
686698,BAO_0000219,10493,484,enzyme
322430,BAO_0000219,11280,1212,membrane receptor
307375,BAO_0000357,130,400,membrane receptor
1290921,BAO_0000357,55,674,enzyme
634231,BAO_0000219,20174,395,membrane receptor
687187,BAO_0000219,10553,575,ion channel
424198,BAO_0000219,12227,441,transcription factor
69668,BAO_0000357,194,488,enzyme
1475486,BAO_0000019,76,503,enzyme
465697,BAO_0000219,165,1159,ion channel
515266,BAO_0000357,11206,488,epigenetic regulator
1514471,BAO_0000357,10980,1356,enzyme
424035,BAO_0000357,101502,426,enzyme
596700,BAO_0000357,259,360,membrane receptor
159767,BAO_0000221,126,604,enzyme
787971,BAO_0000357,12592,707,enzyme
1443875,BAO_0000357,10599,736,enzyme
1454685,BAO_0000357,10599,736,enzyme
611473,BAO_0000357,100448,747,epigenetic regulator
1281894,BAO_0000219,11541,503,enzyme
208491,BAO_0000366,11,622,enzyme
540743,BAO_0000219,129,400,membrane receptor
834229,BAO_0000357,11939,1102,enzyme
347235,BAO_0000357,10684,688,enzyme
580850,BAO_0000357,165,1159,ion channel
970146,BAO_0000019,8,1130,enzyme
630931,BAO_0000357,11206,488,epigenetic regulator
749581,BAO_0000219,11336,445,membrane receptor
596525,BAO_0000019,20151,898,enzyme
465451,BAO_0000357,10434,536,enzyme
420454,BAO_0000219,19905,422,membrane receptor
883451,BAO_0000219,250,407,membrane receptor
349601,BAO_0000357,121,630,transporter
424425,BAO_0000219,165,1159,ion channel
935304,BAO_0000219,11290,390,membrane receptor
1472827,BAO_0000219,280,318,membrane receptor
557775,BAO_0000019,11442,847,enzyme
962032,BAO_0000357,10594,941,enzyme
513128,BAO_0000219,19905,422,membrane receptor
334394,BAO_0000219,65,503,enzyme
465244,BAO_0000357,11848,805,enzyme
306738,BAO_0000219,19905,422,membrane receptor
634906,BAO_0000219,12659,359,membrane receptor
463653,BAO_0000219,108,458,membrane receptor
699500,BAO_0000219,10280,445,membrane receptor
701957,BAO_0000219,11631,382,membrane receptor
1348251,BAO_0000219,93,614,enzyme
1462305,BAO_0000357,12968,444,membrane receptor
756287,BAO_0000357,100790,601,enzyme
646961,BAO_0000357,12952,459,enzyme
563523,BAO_0000219,130,400,membrane receptor
425772,BAO_0000219,100436,355,membrane receptor
455655,BAO_0000357,10133,423,transcription factor
744951,BAO_0000357,11109,477,enzyme
510092,BAO_0000219,121,630,transporter
770721,BAO_0000357,10378,339,enzyme
799680,BAO_0000219,12694,1187,enzyme
1364908,BAO_0000219,88,446,membrane receptor
831738,BAO_0000357,103593,298,enzyme
513211,BAO_0000219,146,477,membrane receptor
1696,BAO_0000219,105,377,membrane receptor
790821,BAO_0000357,11063,337,enzyme
461979,BAO_0000219,72,443,membrane receptor
475609,BAO_0000019,10582,749,enzyme
106788,BAO_0000019,11154,582,enzyme
1512414,BAO_0000357,100447,389,epigenetic regulator
320878,BAO_0000219,259,360,membrane receptor
620261,BAO_0000366,10532,602,enzyme
1470629,BAO_0000357,93,614,enzyme
456855,BAO_0000219,9,1210,enzyme
2315,BAO_0000357,107,471,membrane receptor
470513,BAO_0000219,12967,476,enzyme
876339,BAO_0000219,20035,593,enzyme
769284,BAO_0000357,276,886,enzyme
321450,BAO_0000357,48,984,transcription factor
429768,BAO_0000357,10980,1356,enzyme
823012,BAO_0000219,11575,374,membrane receptor
673775,BAO_0000357,11140,766,enzyme
1338416,BAO_0000219,9,1210,enzyme
652661,BAO_0000357,165,1159,ion channel
796661,BAO_0000219,100126,766,enzyme
1502980,BAO_0000219,12576,1070,enzyme
696332,BAO_0000357,126,604,enzyme
492334,BAO_0000219,11239,1025,enzyme
304233,BAO_0000219,10131,277,enzyme
948493,BAO_0000019,100448,747,epigenetic regulator
749005,BAO_0000219,20092,672,transporter
583225,BAO_0000219,100,617,transporter
801010,BAO_0000357,10188,360,enzyme
1336857,BAO_0000357,48,984,transcription factor
676148,BAO_0000357,11727,555,enzyme
1464328,BAO_0000219,10627,440,membrane receptor
664613,BAO_0000357,10280,445,membrane receptor
510091,BAO_0000219,100,617,transporter
767271,BAO_0000219,103531,1203,ion channel
580990,BAO_0000357,19905,422,membrane receptor
479501,BAO_0000357,11489,292,enzyme
1500254,BAO_0000357,12697,482,epigenetic regulator
365824,BAO_0000357,12666,480,enzyme
456222,BAO_0000219,262,488,membrane receptor
514689,BAO_0000357,11016,317,enzyme
1451085,BAO_0000219,12576,1070,enzyme
456157,BAO_0000357,259,360,membrane receptor
834230,BAO_0000357,11362,1068,enzyme
748739,BAO_0000219,134,418,membrane receptor
27591,BAO_0000219,114,326,membrane receptor
302460,BAO_0000357,194,488,enzyme
582086,BAO_0000219,11663,1014,enzyme
1461784,BAO_0000357,100855,326,enzyme
802317,BAO_0000357,170,1141,enzyme
367218,BAO_0000219,280,318,membrane receptor
351456,BAO_0000357,10498,333,enzyme
615910,BAO_0000219,12666,480,enzyme
512667,BAO_0000357,12697,482,epigenetic regulator
966466,BAO_0000357,11941,816,enzyme
479700,BAO_0000357,114,326,membrane receptor
367960,BAO_0000219,118,328,membrane receptor
302364,BAO_0000357,108,458,membrane receptor
637913,BAO_0000357,11489,292,enzyme
364820,BAO_0000357,20113,460,transcription factor
961867,BAO_0000357,9,1210,enzyme
817608,BAO_0000357,10188,360,enzyme
537398,BAO_0000219,12214,619,enzyme
634882,BAO_0000357,165,1159,ion channel
467930,BAO_0000219,72,443,membrane receptor
808018,BAO_0000357,165,1159,ion channel
1458484,BAO_0000357,20014,403,enzyme
160462,BAO_0000357,11636,671,enzyme
415240,BAO_0000357,6,187,enzyme
321481,BAO_0000219,137,380,membrane receptor
360487,BAO_0000357,10434,536,enzyme
1557609,BAO_0000219,30025,545,enzyme
479690,BAO_0000219,56,920,transcription factor
1433094,BAO_0000219,11307,1215,epigenetic regulator
444912,BAO_0000357,72,443,membrane receptor
977031,BAO_0000357,10009,425,membrane receptor
1464806,BAO_0000357,11177,1044,enzyme
1457588,BAO_0000357,10216,592,enzyme
716998,BAO_0000219,11727,555,enzyme
583405,BAO_0000357,10434,536,enzyme
840349,BAO_0000219,124,444,membrane receptor
352403,BAO_0000357,10193,261,enzyme
303597,BAO_0000219,252,412,membrane receptor
1449821,BAO_0000219,130,400,membrane receptor
609122,BAO_0000219,20174,395,membrane receptor
448531,BAO_0000219,11489,292,enzyme
644658,BAO_0000357,11156,353,membrane receptor
463450,BAO_0000219,138,370,membrane receptor
305946,BAO_0000357,19,595,transcription factor
971691,BAO_0000219,10544,373,membrane receptor
440970,BAO_0000357,121,630,transporter
1452235,BAO_0000357,11208,428,epigenetic regulator
479226,BAO_0000219,136,372,membrane receptor
716943,BAO_0000219,20174,395,membrane receptor
813056,BAO_0000219,11540,1480,ion channel
651839,BAO_0000219,259,360,membrane receptor
634326,BAO_0000219,100,617,transporter
801532,BAO_0000357,10193,261,enzyme
647382,BAO_0000357,86,527,enzyme
1450872,BAO_0000357,10781,344,enzyme
1351468,BAO_0000219,12968,444,membrane receptor
608133,BAO_0000357,10811,1354,enzyme
652613,BAO_0000219,72,443,membrane receptor
1436237,BAO_0000219,102733,430,membrane receptor
562673,BAO_0000019,100627,158,enzyme
624096,BAO_0000357,11473,824,enzyme
1445758,BAO_0000219,100097,659,enzyme
794826,BAO_0000219,10938,1132,enzyme
432850,BAO_0000366,11140,766,enzyme
465246,BAO_0000357,236,750,enzyme
337675,BAO_0000219,51,422,membrane receptor
1462845,BAO_0000219,163,468,transcription factor
826609,BAO_0000357,12952,459,enzyme
684892,BAO_0000219,243,967,enzyme
744532,BAO_0000219,100579,363,membrane receptor
684679,BAO_0000357,101600,323,enzyme
862923,BAO_0000219,252,412,membrane receptor
1351638,BAO_0000219,12252,501,enzyme
962691,BAO_0000357,11362,1068,enzyme
460279,BAO_0000357,28,313,enzyme
1525858,BAO_0000357,12252,501,enzyme
611967,BAO_0000219,10209,479,membrane receptor
326653,BAO_0000357,121,630,transporter
787970,BAO_0000357,13001,660,enzyme
1469747,BAO_0000219,93,614,enzyme
976159,BAO_0000357,10193,261,enzyme
438821,BAO_0000357,10280,445,membrane receptor
766671,BAO_0000219,10477,381,membrane receptor
769844,BAO_0000219,155,620,transporter
205627,BAO_0000357,11109,477,enzyme
438557,BAO_0000219,87,472,membrane receptor
444758,BAO_0000219,137,380,membrane receptor
878513,BAO_0000219,280,318,membrane receptor
320803,BAO_0000357,194,488,enzyme
563408,BAO_0000357,12067,303,enzyme
718595,BAO_0000219,25,777,transcription factor
302919,BAO_0000219,127,487,membrane receptor
933985,BAO_0000357,100912,890,enzyme
803133,BAO_0000219,10839,313,enzyme
1281650,BAO_0000019,11408,464,enzyme
802428,BAO_0000357,86,527,enzyme
396621,BAO_0000357,10140,509,enzyme
1523333,BAO_0000357,10599,736,enzyme
606060,BAO_0000219,101234,359,enzyme
603777,BAO_0000357,10674,518,enzyme
1472475,BAO_0000019,55,674,enzyme
816295,BAO_0000219,100126,766,enzyme
966604,BAO_0000357,12920,550,enzyme
829711,BAO_0000357,11751,459,enzyme
302433,BAO_0000357,11265,364,membrane receptor
1291449,BAO_0000357,10849,1124,enzyme
790782,BAO_0000357,194,488,enzyme
462280,BAO_0000219,278,332,membrane receptor
886472,BAO_0000219,72,443,membrane receptor
456291,BAO_0000219,226,408,membrane receptor
864175,BAO_0000357,10495,329,enzyme
1514397,BAO_0000357,30018,647,enzyme
158556,BAO_0000219,165,1159,ion channel
972567,BAO_0000219,234,1367,enzyme
789310,BAO_0000219,101414,488,enzyme
430069,BAO_0000219,252,412,membrane receptor
826608,BAO_0000357,11060,264,enzyme
349357,BAO_0000357,280,318,membrane receptor
449579,BAO_0000219,130,400,membrane receptor
539463,BAO_0000219,280,318,membrane receptor
1465177,BAO_0000357,11362,1068,enzyme
1455677,BAO_0000219,55,674,enzyme
792096,BAO_0000019,10044,391,enzyme
464074,BAO_0000357,11489,292,enzyme
1523331,BAO_0000357,11395,1112,enzyme
1542583,BAO_0000219,11631,382,membrane receptor
562452,BAO_0000219,101234,359,enzyme
153615,BAO_0000219,133,505,transcription factor
726961,BAO_0000219,155,620,transporter
1296330,BAO_0000357,194,488,enzyme
455594,BAO_0000219,10028,331,transcription factor
1496329,BAO_0000357,11575,374,membrane receptor
961624,BAO_0000219,20174,395,membrane receptor
454453,BAO_0000357,12622,1132,enzyme
1434317,BAO_0000219,12252,501,enzyme
829144,BAO_0000357,12697,482,epigenetic regulator
755001,BAO_0000219,11082,400,enzyme
512956,BAO_0000219,11156,353,membrane receptor
555620,BAO_0000019,11489,292,enzyme
1453216,BAO_0000357,13004,503,enzyme
651582,BAO_0000019,252,412,membrane receptor
340092,BAO_0000219,107,471,membrane receptor
620260,BAO_0000357,93,614,enzyme
321272,BAO_0000357,11663,1014,enzyme
950695,BAO_0000219,121,630,transporter
304317,BAO_0000357,11269,447,transcription factor
1466698,BAO_0000357,12725,855,enzyme
741328,BAO_0000219,165,1159,ion channel
566672,BAO_0000219,10907,603,enzyme
1515683,BAO_0000219,280,318,membrane receptor
449683,BAO_0000219,130,400,membrane receptor
1353177,BAO_0000357,9,1210,enzyme
1339075,BAO_0000219,19,595,transcription factor
652515,BAO_0000357,10147,543,enzyme
1443974,BAO_0000019,100447,389,epigenetic regulator
326847,BAO_0000219,107,471,membrane receptor
302697,BAO_0000357,194,488,enzyme
306678,BAO_0000019,65,503,enzyme
566795,BAO_0000219,10845,1074,enzyme
1453522,BAO_0000019,100448,747,epigenetic regulator
1499385,BAO_0000219,11085,362,membrane receptor
966820,BAO_0000219,72,443,membrane receptor
104581,BAO_0000357,11109,477,enzyme
1454052,BAO_0000019,100129,987,enzyme
489692,BAO_0000019,11968,710,enzyme
303554,BAO_0000219,124,444,membrane receptor
974147,BAO_0000357,11042,305,enzyme
67206,BAO_0000357,9,1210,enzyme
595700,BAO_0000219,100,617,transporter
560973,BAO_0000219,101277,152,enzyme
959306,BAO_0000357,10702,478,enzyme
786678,BAO_0000019,13053,387,enzyme
106483,BAO_0000357,11024,471,enzyme
320893,BAO_0000219,72,443,membrane receptor
684684,BAO_0000357,101351,323,enzyme
123675,BAO_0000357,48,984,transcription factor
939164,BAO_0000357,30023,1038,enzyme
793833,BAO_0000357,188,1255,enzyme
959964,BAO_0000357,12967,476,enzyme
534605,BAO_0000219,165,1159,ion channel
321349,BAO_0000357,134,418,membrane receptor
941824,BAO_0000357,100481,323,enzyme
1444649,BAO_0000357,30043,311,enzyme
835232,BAO_0000357,11451,1390,enzyme
305206,BAO_0000357,271,461,transcription factor
949086,BAO_0000357,259,360,membrane receptor
1335970,BAO_0000357,101414,488,enzyme
993380,BAO_0000219,20174,395,membrane receptor
874925,BAO_0000357,12252,501,enzyme
500545,BAO_0000357,12697,482,epigenetic regulator
1541389,BAO_0000224,9,1210,enzyme
573556,BAO_0000019,11727,555,enzyme
460308,BAO_0000219,72,443,membrane receptor
545296,BAO_0000219,259,360,membrane receptor
966821,BAO_0000219,72,443,membrane receptor
1468956,BAO_0000357,234,1367,enzyme
62284,BAO_0000219,130,400,membrane receptor
1352795,BAO_0000357,137,380,membrane receptor
214705,BAO_0000219,112,371,membrane receptor
422569,BAO_0000366,10532,602,enzyme
326097,BAO_0000357,12952,459,enzyme
935479,BAO_0000219,12622,1132,enzyme
372909,BAO_0000219,10580,352,membrane receptor
347359,BAO_0000357,11534,331,enzyme
855853,BAO_0000357,104,520,enzyme
536739,BAO_0000219,276,886,enzyme
533293,BAO_0000219,10142,332,membrane receptor
811728,BAO_0000357,12923,262,enzyme
1450782,BAO_0000357,11939,1102,enzyme
571973,BAO_0000251,101277,152,enzyme
742586,BAO_0000219,129,400,membrane receptor
1466708,BAO_0000357,10938,1132,enzyme
988475,BAO_0000019,13053,387,enzyme
1471541,BAO_0000357,12697,482,epigenetic regulator
1277572,BAO_0000219,101277,152,enzyme
302845,BAO_0000357,118,328,membrane receptor
967915,BAO_0000357,11177,1044,enzyme
637916,BAO_0000357,36,933,transcription factor
487546,BAO_0000357,56,920,transcription factor
1279258,BAO_0000357,15,260,enzyme
664671,BAO_0000357,165,1159,ion channel
982007,BAO_0000219,25,777,transcription factor
516083,BAO_0000357,11575,374,membrane receptor
795338,BAO_0000357,12443,952,epigenetic regulator
833720,BAO_0000357,10197,420,enzyme
1439100,BAO_0000019,11512,328,enzyme
